ancestor,pfamIDs,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,median_PfamLen,mean_PfamLen,concat_length,Clans,avg_clustering_allPhases,avg_clustering_trunc,avg_transfer,phylostrata_age,GC_content
LBCA,PF03729,0.107487205,0.027112945,0.013889085,0.010188017,0.004576947,0.013326668,0.011695859,0.116142181,0.006364991,0.134088128,0.178714625,0.012832789,0.024078109,0.072276661,0.020759042,0.053112143,0.038852145,0.026078823,0.019114122,0.109309517,0,0,68,62.44624874,992146,PF03729,1.040179311,1.046316902,0.2078305,postLUCA,0.462683955
LBCA,PF03733,0.093866572,0.015234746,0.027479792,0.000322597,0.02374494,0.003889336,0.010827438,0.120010541,0.013285534,0.154178537,0.163197616,0.022159217,0.018283513,0.088982184,0.045149917,0.026298452,0.035163048,0.054446156,0.012281395,0.07119847,0,0,51,50.56030324,220089,PF03733,0.627281571,0.631739804,0.175421,postLUCA,0.445777474
LBCA,PF03734,0.062269056,0.063463153,0.046716382,0.05125703,0.011631706,0.043947694,0.027234469,0.098232819,0.029051693,0.061059794,0.065508076,0.050148866,0.023998666,0.033173937,0.064714692,0.061823538,0.0614674,0.019447218,0.045183379,0.079670432,0,0,131,130.31445,4352242,CL0508,0.863468202,0.877562661,0.183792,postLUCA,0.474614636
LUCA,PF03737,0.096705957,0.055206105,0.032099767,0.077747642,0.017880436,0.042424343,0.024640816,0.123572686,0.017918485,0.066236981,0.072330301,0.03344994,0.022495758,0.029455305,0.050981982,0.04261162,0.050374374,0.011008284,0.01924785,0.113611366,0,0,149,150.5016106,1682006,CL0364,0.79445922,0.777748571,0.2106755,LUCA,0.531783139
LBCA,PF03738,0.083826757,0.050232201,0.033300354,0.065677786,0.010857129,0.086581355,0.03944154,0.07021067,0.026995722,0.052578187,0.103823749,0.036364409,0.017961553,0.047281468,0.053461881,0.047430748,0.0462583,0.031074228,0.041536909,0.055105052,0,0,374,367.6834936,917738,CL0179,0.782681419,0.787958298,0.1124081,postLUCA,0.486802061
LBCA,PF03739,0.086768067,0.0536423,0.036560224,0.037456443,0.005871598,0.044674512,0.032175781,0.063955406,0.012348811,0.077652667,0.133199555,0.042876633,0.028283318,0.062123057,0.0408815,0.066458682,0.051669763,0.014541857,0.035410182,0.073449645,0,0,350,343.1578471,6063256,CL0404,1.171458765,1.175473152,0.04394775,postLUCA,0.435234811
LBCA,PF03740,0.124407781,0.06988709,0.040884286,0.060142139,0.0103141,0.080096144,0.033509696,0.071296607,0.038098488,0.072250924,0.098921349,0.036509147,0.019350435,0.023124379,0.039023724,0.031335183,0.050662473,0.00308966,0.020661434,0.076434962,0,0,233,231.6435249,1684975,CL0036,0.792832614,0.811462277,0.1091145,postLUCA,0.513684931
LBCA,PF03741,0.098210531,0.03640072,0.023021934,0.037671211,0.002206377,0.036054256,0.019803119,0.07261491,0.017861263,0.105134075,0.15165631,0.040849414,0.033119369,0.073183486,0.026706177,0.047769723,0.04254975,0.014633463,0.022555788,0.097998124,0,0,199,194.3281185,2782390,CL0292,1.172117604,1.175030997,0.166186,postLUCA,0.419115635
Terrabacteria,PF03742,0.061189412,0.035751117,0.031282228,0.022688209,0.000343761,0.005156411,0.000343761,0.105878309,0.002062564,0.074596081,0.150223444,0.000687521,0.066002063,0.06497078,0.000687521,0.080783774,0.061189412,0.091784118,0.001375043,0.143004469,0,0,29,28.51960784,2909,PF03742,0.836545445,0.87715137,0.1148595,modern,0.473254086
LBCA,PF03743,0.092795832,0.059375141,0.039601069,0.0586146,0.004302546,0.036490298,0.052845855,0.107520538,0.008626655,0.072594445,0.090953284,0.027426528,0.015967446,0.028716312,0.040926135,0.073251098,0.07004624,0.009004965,0.023441528,0.087499485,0,0,181,183.908796,510163,PF03743,0.841997482,0.877231153,0.2141845,postLUCA,0.508920486
unclassifiable,PF03744,0.093561368,0.070371597,0.034205231,0.059394341,0.013014798,0.082711459,0.022845936,0.074395742,0.027315793,0.076318672,0.085067366,0.062947304,0.02079566,0.024616051,0.037032321,0.062004941,0.048340677,0.004469857,0.02969717,0.070893717,0,0,240,230.2815249,78526,PF03744,0.801600201,0.813105495,0.1057724,unclassifiable,0.480901437
LBCA,PF03745,0.111952181,0.063354219,0.038596929,0.049738355,0.01389128,0.09481616,0.041389817,0.088830172,0.057987916,0.034241918,0.100741901,0.039315592,0.011231797,0.056146074,0.014622853,0.029262919,0.022661549,0.035235997,0.043834131,0.052148243,0,0,58,56.73242188,232376,PF03745,1.114150264,1.114619951,0.0878538,postLUCA,0.502705167
LBCA,PF03746,0.141859012,0.062290285,0.030037871,0.068797852,0.015848998,0.056717174,0.032249286,0.09063597,0.034191703,0.052779948,0.093115601,0.030296703,0.024847144,0.027202442,0.038823321,0.045916584,0.040508469,0.004194495,0.025335876,0.084351265,0,0,238,233.2334488,1278819,CL0158,0.705987105,0.691130012,0.166809,postLUCA,0.540274954
unclassifiable,PF03747,0.136150055,0.056670944,0.029558878,0.064483034,0.016362816,0.056326881,0.026558417,0.100668642,0.02534485,0.050524064,0.092957246,0.026801458,0.020048123,0.032351066,0.046838757,0.053558965,0.055074939,0.019861824,0.03086789,0.058991152,0,0,278,267.4676726,3048864,PF03747,0.860554126,0.858529559,0.2542735,unclassifiable,0.538079802
LBCA,PF03748,0.06996239,0.058247893,0.042271867,0.058834246,0.001078471,0.07986338,0.054951752,0.047794056,0.011389908,0.065617095,0.121942588,0.062718835,0.024511652,0.040801796,0.035924595,0.052813657,0.057841634,0.001296259,0.024718969,0.087418958,0,0,99,98.1961752,477528,PF03748,0.922643092,0.986651837,0.07942845,postLUCA,0.414260224
LBCA,PF03749,0.101706676,0.073022123,0.031986886,0.055693002,0.016127878,0.083206668,0.031967371,0.068349419,0.023378702,0.05178571,0.09854745,0.057210818,0.015195506,0.042561726,0.042054342,0.044712688,0.040757694,0.004752932,0.034467431,0.082514978,0,0.00000217,137,134.5361727,461189,CL0236,0.935463127,0.953957736,0.1139285,postLUCA,0.497337958
LBCA,PF03750,0.087547422,0.066515196,0.047088006,0.053299704,0.005336224,0.082690624,0.037228499,0.045253679,0.017426106,0.060220119,0.09263351,0.108037687,0.021949389,0.063013299,0.021699254,0.044649185,0.034810522,0.004481594,0.045733105,0.060386876,0,0,108,107.0848214,47974,PF03750,0.929495179,0.944378189,0.1548535,postLUCA,0.401504262
Terrabacteria,PF03752,0.19461277,0.077373995,0.021541726,0.054465682,0.000269721,0.056965098,0.051678564,0.096578138,0.010105551,0.033787064,0.086041034,0.036682071,0.012281301,0.029435564,0.029921062,0.044144355,0.060111844,0.010321328,0.01839498,0.075288152,0,0,41,39.75196569,55613,PF03752,0.937476881,0.952489769,0.441487,modern,0.61593954
LBCA,PF03755,0.098609953,0.077245827,0.039451345,0.050144454,0.005823158,0.095993337,0.041684224,0.061401305,0.012151148,0.053542455,0.115545959,0.054334477,0.024819402,0.027252741,0.030463374,0.065892427,0.047765117,0.009469076,0.018638688,0.069771533,0,0,154,152.5638497,1222189,PF03755,0.722962191,0.70604385,0.0467227,postLUCA,0.481382757
post-LBCA,PF03756,0.11265234,0.085526567,0.01494491,0.063534929,0.013089504,0.055884558,0.032514074,0.070969259,0.048081689,0.03221543,0.101068764,0.009702754,0.018261765,0.042801408,0.058654958,0.047611483,0.065009086,0.011240453,0.018922594,0.097313475,0,0,126,117.6218236,157378,CL0050,0.938259255,0.942740132,0.3365895,modern,0.515703518
LBCA,PF03764,0.09771038,0.048425478,0.022753779,0.04988217,0.006795799,0.081384126,0.039753399,0.10623096,0.025258045,0.059036671,0.053262615,0.073616152,0.023834167,0.044910988,0.048244657,0.051520729,0.03884336,0.003701595,0.034583593,0.090251338,0,0,119,115.6197683,2864711,CL0329,0.837802026,0.852937539,0.08200355,postLUCA,0.497732457
LBCA,PF03767,0.107698558,0.051470806,0.051465425,0.073084239,0.00686098,0.055380219,0.046245698,0.063796355,0.017316576,0.044736283,0.080728179,0.063998149,0.015901331,0.041122833,0.042032249,0.053295019,0.058417885,0.020402672,0.043030455,0.063016087,0,0,198,180.3333333,371667,CL0137,1.036611574,1.05143837,0.142259,postLUCA,0.479192432
Terrabacteria,PF03771,0.142053178,0.055061405,0.012137832,0.067866937,0.005937761,0.050077501,0.028806486,0.071491594,0.032335758,0.028424943,0.082007869,0.009562418,0.007273161,0.038345058,0.092810302,0.061857637,0.088494098,0.046166687,0.020293311,0.058996065,0,0,58,58.16227462,41935,PF03771,0.888657954,0.861584136,0.267459,modern,0.587914584
LBCA,PF03772,0.116693643,0.040471251,0.019977955,0.017794009,0.010810135,0.017713556,0.023102945,0.072155724,0.016170383,0.076282256,0.177522307,0.017997992,0.025542502,0.06554814,0.049293504,0.066970951,0.043334611,0.02945745,0.025021459,0.088139228,0,0,266,261.5466821,3157130,PF03772,0.965631864,0.959739396,0.0782494,postLUCA,0.485730186
LUCA,PF03773,0.116678701,0.031330622,0.020080244,0.019927896,0.013682752,0.032193555,0.017199723,0.091333009,0.010578343,0.085621267,0.13278975,0.035700147,0.031695738,0.064712934,0.047669636,0.063925989,0.049527092,0.01758226,0.023881152,0.093889189,0.00000148,0,291,279.7946484,2697776,CL0182,1.072589361,1.060990124,0.1781035,LUCA,0.479114023
post-LBCA,PF03775,0.108549401,0.060304153,0.036683849,0.053496344,0.01155177,0.055759194,0.044544445,0.114997721,0.024512605,0.095800407,0.080977936,0.028017615,0.017566778,0.018930908,0.032851448,0.058092658,0.034286191,0.005501454,0.027597142,0.089977981,0,0,100,98.37511841,311554,CL0268,0.813243863,0.818780307,0.08291165,modern,0.519360922
post-LBCA,PF03776,0.073681163,0.071666797,0.03709087,0.076624309,0.004939418,0.092504026,0.053555597,0.025746491,0.019824014,0.090405225,0.119456724,0.060051023,0.01747191,0.006658263,0.043236495,0.059429826,0.028442364,0.000132683,0.022724943,0.096357858,0,0,68,68.45953757,165809,PF03776,1.017588453,1.080257461,0.0695805,modern,0.430338754
Terrabacteria,PF03777,0.13837605,0.003915309,0.116721381,0.031751649,0.029138933,0.010164744,0.02742975,0.16177755,0.021466434,0.046065115,0.052593139,0.004547782,0.002951541,0.013831581,0.067328253,0.081046893,0.038279674,0.000323766,0.002936482,0.149353974,0,0,55,51.41773132,132812,PF03777,1.103723533,0.994673279,0.1425905,modern,0.583080893
LBCA,PF03779,0.156381048,0.007802883,0.028874841,0.018380589,0.009889216,0.01179821,0.00771943,0.103429931,0.010045691,0.08077236,0.149370971,0.001356116,0.027122322,0.045482047,0.035290313,0.055454716,0.05372306,0.057582775,0.015730947,0.123792535,0,0,45,43.1616389,95862,PF03779,1.027288225,1.011613887,0.183538,postLUCA,0.53323987
Terrabacteria,PF03780,0.087908256,0.050556111,0.042702878,0.051728653,0.005044724,0.073967222,0.034405343,0.095351027,0.016400871,0.093217796,0.06228447,0.052237686,0.019297652,0.014114635,0.014953216,0.054219384,0.049844053,0.001250515,0.022731419,0.157784088,0,0,106,102.630228,679720,PF03780,0.668497786,0.643451403,0.0722511,modern,0.475815841
LBCA,PF03781,0.088075776,0.063802314,0.04687538,0.062114433,0.015228717,0.066898689,0.030613908,0.09391068,0.019994859,0.027440629,0.053587342,0.040881223,0.019813935,0.042931175,0.061389515,0.06101522,0.05566152,0.038061235,0.051854675,0.059848773,0,0,232,222.7789111,8998263,CL0056,0.929225693,0.945662993,0.21803,postLUCA,0.524468371
LBCA,PF03783,0.091045569,0.055829141,0.043473365,0.047230469,0.002457328,0.063050997,0.049166306,0.102255645,0.005961587,0.06361397,0.09033247,0.05271995,0.017390926,0.034519132,0.022692749,0.072813146,0.065830306,0.007265314,0.028201983,0.084149644,0,0,175,156.4403585,506241,CL0342,0.837311245,0.836896406,0.2696145,postLUCA,0.484994652
LBCA,PF03786,0.07972554,0.064148265,0.038971301,0.071112543,0.012378387,0.075240083,0.029132195,0.077383356,0.030608,0.062570888,0.092369342,0.044628455,0.02802519,0.039302617,0.052243273,0.043430156,0.044517815,0.016524064,0.034026355,0.063662174,0,0,352,283.5611178,1654012,CL0036,0.801058461,0.810090215,0.1954875,postLUCA,0.480407086
LUCA,PF03787,0.063465394,0.061197494,0.042229673,0.057117552,0.013080722,0.071544688,0.026811858,0.088644299,0.018032495,0.06524406,0.094716183,0.070619944,0.01374009,0.045091005,0.047205867,0.065366979,0.0507111,0.011728611,0.032190185,0.061261802,0,0,194,212.0940953,1228449,CL0362,0.883499076,0.871816954,0.4479355,LUCA,0.461820135
LBCA,PF03788,0.086412983,0.019980049,0.015590272,0.016544064,0.006985725,0.024477748,0.020117139,0.090021059,0.013213084,0.095872151,0.198196254,0.022284318,0.034520275,0.057557125,0.049428016,0.053645703,0.045732437,0.019422941,0.014496474,0.115502185,0,0,92,92.21140398,342842,PF03788,0.989237667,1.043342519,0.1427965,postLUCA,0.451395676
LBCA,PF03793,0.080917906,0.036030705,0.035717626,0.062167597,0.001772598,0.070709065,0.047412617,0.085799209,0.00542302,0.052412137,0.076283429,0.064972317,0.014820584,0.017330411,0.05596188,0.074704394,0.075412394,0.003176906,0.019264745,0.11971046,0,0,61,60.07523315,1539548,PF03793,0.877726384,0.948345741,0.13879,postLUCA,0.493409309
LUCA,PF03795,0.121991374,0.056307494,0.020549226,0.06474747,0.007317192,0.092125946,0.030231708,0.083426467,0.018767008,0.04951319,0.085812466,0.041688642,0.029064271,0.036160141,0.051206104,0.042969976,0.046273616,0.015235574,0.029970264,0.07664187,0,0,92,92.71960878,1545265,CL0032,0.896544502,0.937628686,0.3022235,LUCA,0.522853435
LBCA,PF03796,0.083377966,0.077499398,0.036745869,0.063519583,0.006113164,0.070068738,0.045192786,0.069983786,0.015943732,0.070423439,0.107169797,0.05461153,0.032064693,0.030484039,0.03565589,0.073899169,0.042703287,0.005557066,0.019814442,0.059171625,0,0,257,252.1796356,4096406,CL0023,0.989703481,1.013297885,0.0808887,postLUCA,0.472338565
LBCA,PF03797,0.089717468,0.050951205,0.049384565,0.059157841,0.003928516,0.038041091,0.036302671,0.121584466,0.020723045,0.036311918,0.081315935,0.033351483,0.017252251,0.048426442,0.024770348,0.088233694,0.068752581,0.021829829,0.051424932,0.05853972,0,0,249,238.4050365,2811749,CL0193,0.794111682,0.792203012,0.379536,postLUCA,0.503224861
LBCA,PF03799,0.089214058,0.071503917,0.038946775,0.071210302,0.001172908,0.065036609,0.043170799,0.071160589,0.012740427,0.053683476,0.118659498,0.052653492,0.018942083,0.029012007,0.044502166,0.054652873,0.043538983,0.014485031,0.025943803,0.079770203,0,0,114,112.0060901,643699,PF03799,0.782980092,0.773486572,0.0864384,postLUCA,0.490207195
unclassifiable,PF03802,0.081646839,0.074456447,0.035621496,0.054788277,0.028055062,0.077875017,0.047802999,0.04586581,0.026163453,0.066650713,0.117917863,0.061841925,0.018779343,0.030379689,0.038493094,0.055802452,0.044133734,0.010722914,0.021149551,0.061853321,0,0,163,158.9782609,87756,PF03802,0.893503278,0.922328259,0.12011075,unclassifiable,0.444761975
post-LBCA,PF03803,0.073052041,0.053218723,0.042954469,0.05946724,0.006387555,0.056866417,0.043208009,0.075153964,0.016496414,0.06495514,0.085908938,0.068848195,0.024086236,0.065838438,0.030833654,0.047215566,0.063360296,0.019547064,0.021109194,0.081492447,0,0,175,167.7215364,122269,CL0395,0.791558982,0.795703131,0.1064325,modern,0.457192672
LBCA,PF03806,0.113894314,0.025404865,0.02962229,0.028323103,0.004106418,0.02912975,0.0166962,0.0908913,0.008947124,0.083252408,0.129693416,0.026173688,0.039326725,0.064096798,0.054667001,0.062633156,0.054642333,0.015503086,0.028385595,0.094610429,0,0,498,453.4470544,1216145,CL0182,1.177456428,1.17782205,0.189889,postLUCA,0.476951546
LUCA,PF03807,0.135312072,0.042304922,0.034382989,0.051985056,0.008852141,0.055365987,0.02943068,0.094510547,0.015591996,0.086165081,0.095871136,0.05303851,0.017399104,0.021745945,0.037519875,0.058873587,0.04666399,0.004993879,0.013753587,0.096238916,0,0,94,91.98358001,2044703,CL0063,0.947715186,0.926827318,0.12136,LUCA,0.503121529
LBCA,PF03808,0.093741646,0.078144633,0.026651684,0.045030745,0.011232623,0.060765606,0.037393898,0.090322985,0.016889453,0.055768781,0.105671033,0.056336051,0.024220525,0.04391709,0.054985129,0.040464176,0.029428719,0.027528071,0.030054471,0.07145268,0,0,168,165.8988219,1196960,CL0063,0.865647788,0.847265983,0.174343,postLUCA,0.500534881
unclassifiable,PF03811,0.049881587,0.096062759,0.043220841,0.022646536,0.120189461,0.021906454,0.050103612,0.078226761,0.048771462,0.039964476,0.029381291,0.085553582,0.018946122,0.0133955,0.034043813,0.099837182,0.045441089,0.000814091,0.041296625,0.060316755,0,0,35,32.48076923,13512,CL0167,1.128585095,1.609946184,0.2178885,unclassifiable,0.460691824
post-LBCA,PF03812,0.136836372,0.018327844,0.028615643,0.024111489,0.0075343,0.01898488,0.015747249,0.119437888,0.004815382,0.088928945,0.131428794,0.03048733,0.034075092,0.062690735,0.048439107,0.053829395,0.067207857,0.007655333,0.015232859,0.085613507,0,0,309,302.4078431,231342,CL0064,1.052898897,1.050262016,0.1940255,modern,0.500768756
LBCA,PF03814,0.109712112,0.027515653,0.044990093,0.016303115,0.006684727,0.033085973,0.028485409,0.106755768,0.014320807,0.062486787,0.128632627,0.023697398,0.039207505,0.061349271,0.046830746,0.060052553,0.067217023,0.014524944,0.026386268,0.081761224,0,0,549,535.3195876,2336670,CL0030,1.25182428,1.259474916,0.13318145,postLUCA,0.492084435
post-LBCA,PF03816,0.080926393,0.061519212,0.040046289,0.079419741,0.007473977,0.048193102,0.043285157,0.087515947,0.022486034,0.062567025,0.080146077,0.053479879,0.026578478,0.034756138,0.037816193,0.053545428,0.061209303,0.004579239,0.033008017,0.081448372,0,0,155,156.24663,2074799,PF03816,0.89791253,0.847324109,0.0990309,modern,0.460640724
Proteobacteria,PF03817,0.131979477,0.023649377,0.02617169,0.014142198,0.018173587,0.01655672,0.020954598,0.134221532,0.008386151,0.090997284,0.147113353,0.030806709,0.048613806,0.032854741,0.026085457,0.039990514,0.030720476,0.016168672,0.02373561,0.118678049,0,0,116,115.3880597,46386,PF03817,0.924423763,0.840198864,0.140942,modern,0.498024894
unclassifiable,PF03818,0.142816845,0.027412855,0.01089059,0.023886762,0.007797703,0.012220431,0.0056216,0.146433609,0.008019343,0.08304453,0.121015515,0.029034858,0.032591175,0.052276849,0.028329639,0.060094701,0.074591981,0.006558533,0.02618376,0.101178723,0,0,247,243.8820639,99260,PF03818,0.905865888,0.922085134,0.1227286,unclassifiable,0.528584424
LBCA,PF03819,0.092467684,0.056183498,0.035732838,0.075276943,0.009819468,0.131085499,0.034797433,0.046136852,0.030352798,0.058914202,0.116033104,0.057769845,0.019947482,0.045291277,0.018952842,0.036165063,0.039903426,0.006283548,0.019415662,0.069470536,0,0,73,68.54515438,1536234,CL0231,0.971648193,0.943519069,0.1043223,postLUCA,0.45761104
LBCA,PF03824,0.12344745,0.043438503,0.019450292,0.032282511,0.006931214,0.022765907,0.020209463,0.10610231,0.041374138,0.065897847,0.14331351,0.02333693,0.027352508,0.053395874,0.024748697,0.06228488,0.055126046,0.021589653,0.021601495,0.085350771,0,0,251,208.287202,760040,CL0292,1.182966127,1.193349712,0.166703,postLUCA,0.501699469
LBCA,PF03825,0.10415531,0.025634661,0.027061719,0.026921383,0.010876331,0.021514403,0.027690423,0.088833766,0.012719407,0.07774163,0.12627534,0.033814675,0.042282221,0.092498088,0.037657379,0.06052649,0.052637127,0.025702022,0.035173124,0.070284501,0,0,393,359.1617384,1603298,CL0015,1.119686082,1.114911134,0.141119,postLUCA,0.426899827
post-LBCA,PF03829,0.078410081,0.022320531,0.041383471,0.060231919,0.009920236,0.087901334,0.03599437,0.087954957,0.025698773,0.087405322,0.086708224,0.04859575,0.016757155,0.042683826,0.048139956,0.047228367,0.065915946,0.001876801,0.02370132,0.08117166,0,0,112,111.8365817,74595,CL0742,0.803702286,0.795794477,0.10196405,modern,0.4578337
LBCA,PF03830,0.083674681,0.050062116,0.049493342,0.072062206,0.005839915,0.052975837,0.040989168,0.059107623,0.018662283,0.082429864,0.083694638,0.079353992,0.023768778,0.027999661,0.035700565,0.048098847,0.052938418,0.008711227,0.013827701,0.110609137,0,0,147,146.7821311,400862,PF03830,0.827555207,0.848888146,0.246459,postLUCA,0.454158407
post-LBCA,PF03831,0.050176891,0.037359885,0.046666424,0.096256717,0.012373258,0.032773482,0.022615921,0.104110438,0.017324385,0.079692173,0.082537019,0.138889902,0.013494784,0.018041676,0.012473558,0.053869721,0.053210178,0.000267464,0.006063535,0.121802587,0,0,68,67.3247391,329016,CL0010,0.684855186,0.74155094,0.2429265,modern,0.413720282
LACA,PF03833,0.07571655,0.063907545,0.033726765,0.060603546,0.015786249,0.088525485,0.02323256,0.07824734,0.021082613,0.068732033,0.091425882,0.070166099,0.016353768,0.033673182,0.049491696,0.05143941,0.045689894,0.008982646,0.032925613,0.070291126,0,0,869,737.1520493,3471249,PF03833,0.845333651,0.859712334,0.0503218,postLUCA,0.487230082
LBCA,PF03837,0.087126523,0.054439926,0.041373124,0.054666342,0.013667674,0.069200491,0.043763552,0.0701018,0.016750411,0.057910183,0.072509644,0.076959585,0.029825921,0.039692423,0.041569061,0.05157925,0.050821628,0.018936194,0.042048018,0.06705825,0,0,181,171.6487294,229666,PF03837,0.869304309,0.866129875,0.2497215,postLUCA,0.464343932
unclassifiable,PF03838,0.059140018,0.047429285,0.048238232,0.048086215,0.009191596,0.066225094,0.047679027,0.049481514,0.034589283,0.085292361,0.071274228,0.085634399,0.017411369,0.057104077,0.041886096,0.050453336,0.052619578,0.007660568,0.063841685,0.056762039,0,0,165,159.33391,184190,CL0236,0.949112737,0.977126886,0.06967565,unclassifiable,0.390552063
LBCA,PF03840,0.095284554,0.021357489,0.017284028,0.015057624,0.008546874,0.014752205,0.030454601,0.135037456,0.006471966,0.097190997,0.172762718,0.031476299,0.026903503,0.064238508,0.006064741,0.077823577,0.061243708,0.008222064,0.007018569,0.102808518,0,0,68,67.46500409,825097,PF03840,1.912310559,1.997080855,0.06123255,postLUCA,0.457642352
LBCA,PF03841,0.123042055,0.067374501,0.03202684,0.04801968,0.010614895,0.065210538,0.027952002,0.090916256,0.020919777,0.057259656,0.121161832,0.039785933,0.017701417,0.020610639,0.042026962,0.052796864,0.058054832,0.003845393,0.017647996,0.083031931,0,0,355,296.3628342,1141886,CL0061,0.728476796,0.734240743,0.137566,postLUCA,0.525869349
Proteobacteria,PF03843,0.065878814,0.061020473,0.031737723,0.051827223,0.009303834,0.056906733,0.046961509,0.093023599,0.011449172,0.055034171,0.071245844,0.043216384,0.013712466,0.033175321,0.078802445,0.055240595,0.05782827,0.019875703,0.051856712,0.09190301,0,0,149,144.608742,135643,PF03843,0.91459252,0.904176465,0.10041675,modern,0.516782078
Terrabacteria,PF03845,0.068601861,0.028328869,0.02535392,0.018449916,0.008712662,0.029772017,0.023814853,0.063129379,0.011950663,0.118904951,0.147857295,0.036494356,0.033626226,0.084419812,0.039563044,0.061402833,0.056090216,0.018663555,0.040962593,0.083900976,0,0,314,306.0849644,1376158,CL0062,1.091536175,1.100685387,0.300509,modern,0.385437252
Proteobacteria,PF03846,0.086601661,0.052618274,0.038407367,0.028927411,0.014174792,0.049241603,0.075424341,0.050325027,0.023997833,0.04754424,0.162585771,0.033243048,0.021325388,0.012007945,0.055001806,0.088605995,0.04754424,0.035536295,0.014301192,0.062585771,0,0,92,92.45409015,55380,CL0023,0.981792122,0.960435442,0.06996505,modern,0.506840325
LBCA,PF03848,0.072629234,0.040270113,0.057294567,0.066192851,0.016030834,0.069907853,0.035650094,0.071236899,0.024998734,0.06294618,0.10391246,0.06163612,0.019112956,0.05161764,0.034017265,0.049168397,0.048915245,0.009556478,0.045560984,0.059345096,0,0,143,136.4490501,158008,CL0063,0.845137545,0.857873926,0.1487875,postLUCA,0.428161799
LBCA,PF03851,0.07099488,0.064862457,0.047039708,0.063445141,0.013542961,0.069023292,0.029776292,0.049282104,0.04907963,0.058497189,0.104370142,0.052172416,0.023162994,0.044399956,0.045723628,0.063429955,0.047758489,0.014114949,0.030963294,0.05836052,0,0,256,248.655129,395113,CL0036,0.836173854,0.826329585,0.1128745,postLUCA,0.452117747
LUCA,PF03852,0.054689755,0.126581277,0.025620747,0.052004698,0.020246677,0.032485636,0.016466243,0.068028045,0.051692298,0.054353629,0.075031339,0.08375481,0.02607946,0.055895856,0.049920714,0.046927211,0.040588261,0.022619335,0.028214852,0.068799158,0,0,69,65.92309698,252881,CL0236,0.965210349,1.003164468,0.322098,LUCA,0.478112913
LBCA,PF03853,0.12485183,0.056473157,0.039728258,0.065018018,0.013527219,0.05037124,0.023372212,0.10860957,0.018211753,0.060081174,0.099025791,0.041937693,0.017571087,0.030919216,0.044314343,0.048363159,0.046864642,0.008516661,0.016037445,0.086205532,0,0,164,160.219721,2021332,CL0063,0.915642911,0.91753752,0.08116115,postLUCA,0.536729291
LBCA,PF03860,0.156543294,0.086212497,0.008958031,0.062107872,0.230771861,0.116197966,0.048722113,0.009060603,0.058039149,0.037832293,0.036088555,0.055868023,0.031729208,0.005692794,0.001333447,0.013129327,0.01466792,0.000136764,0.002615608,0.024292675,0,0,19,19.16612058,58495,PF03860,0.690358178,0.736740365,0.29454,postLUCA,0.525858951
post-LBCA,PF03861,0.133255607,0.109998334,0.021725823,0.04961638,0.004680872,0.081391802,0.062034535,0.041228015,0.017741458,0.059421553,0.111785026,0.061050341,0.04209973,0.016259758,0.009619149,0.048110887,0.043146654,0.006073886,0.011654593,0.069105594,0,0,53,51.75850873,462307,PF03861,0.718230378,0.753064137,0.1659275,modern,0.462675115
Terrabacteria,PF03862,0.121320365,0.010750559,0.023076261,0.020769496,0.014503357,0.026906524,0.020072302,0.142438458,0.013793252,0.102362713,0.099604063,0.026359959,0.025012911,0.083413668,0.023829403,0.052552074,0.05921415,0.007686349,0.023485109,0.102849027,0,0,114,112.8508985,232360,PF03862,0.970509391,0.907922665,0.0905957,modern,0.487444379
LBCA,PF03864,0.090123569,0.058000954,0.044227849,0.063431777,0.004994835,0.063027976,0.038279108,0.072385612,0.012822126,0.055973174,0.085125807,0.05078229,0.024187059,0.042726765,0.051598669,0.05391028,0.072406094,0.011423455,0.030943401,0.0736292,0,0,323,292.34645,341753,CL0373,0.77382297,0.772105012,0.227384,postLUCA,0.483435863
LBCA,PF03865,0.075759591,0.064479484,0.051775674,0.060236189,0.000928275,0.040207871,0.045784475,0.109343506,0.016701998,0.037982792,0.101507926,0.027141617,0.010058921,0.049868712,0.034759904,0.089924478,0.062429977,0.018608961,0.046252958,0.056246692,0,0,312,275.5738922,1150521,CL0193,0.758927556,0.754400381,0.2593785,postLUCA,0.492670893
LBCA,PF03869,0.114789035,0.108472341,0.043710904,0.04789648,0.001947136,0.104961364,0.041365142,0.030510242,0.022031767,0.061756409,0.110036183,0.067137863,0.031460812,0.025205446,0.026937937,0.064899424,0.024546179,0.01240341,0.009934993,0.049996934,0,0,40,39.4102719,65224,CL0057,0.914100009,0.87692524,0.2777755,postLUCA,0.476020681
Proteobacteria,PF03872,0.137517856,0.067391022,0.022111597,0.086489762,0.003869962,0.093078222,0.056352539,0.042240596,0.026275919,0.039383576,0.113137959,0.029020389,0.028405697,0.017419159,0.044517553,0.07647288,0.031124194,0.016579369,0.014077313,0.054534436,0,0,77,78.57482993,115505,CL0645,0.746318176,0.761211934,0.0637783,modern,0.541059925
Proteobacteria,PF03873,0.086065915,0.076198132,0.048230174,0.033927433,0.0000832,0.061257865,0.134905896,0.056628877,0.015162015,0.026193974,0.104554148,0.016409347,0.031987139,0.018848574,0.074036089,0.073675749,0.046816531,0.002439227,0.02112149,0.07145827,0,0,54,53.76602086,36077,PF03873,0.77169431,0.762700898,0.01918435,modern,0.524006824
