Clans,A,R,N,D,C,E,Q,G,H,I,L,K,M,F,P,S,T,W,Y,V,U,O,Clan_ancestor,Clans_copies,Clans_clustering,Clans_transfer,Clans_GC,median_ClanLen,mean_ClanLen
PF02464,0.134960973,0.053797134,0.021917684,0.037810621,0.014226563,0.065978265,0.029711895,0.108793824,0.015510708,0.046733019,0.089621534,0.043537725,0.017400181,0.026179837,0.029712424,0.071241724,0.071477511,0.008566601,0.021144765,0.091677011,0,0,postLUCA,1,0.802897712,0.1273765,0.561757446,152,147.8369803
PF02465,0.12381189,0.03446393,0.04686194,0.055101402,0.000108686,0.044729617,0.065995916,0.050849695,0.004551889,0.044569175,0.098371516,0.061865834,0.018585369,0.024151664,0.016230498,0.124482122,0.099352281,0.004725269,0.020130268,0.061061038,0,0,postLUCA,1,0.776672977,0.13326,0.460753737,97,96.58685329
PF02467,0.122440494,0.107533238,0.013831332,0.053884853,0.062760237,0.103647302,0.038149963,0.087918324,0.015577245,0.0204859,0.074487015,0.028435122,0.012091331,0.033747741,0.049478689,0.039994404,0.035046338,0.0351626,0.011478488,0.053849383,0,0,modern,NA,0.801422436,0.10799025,0.593085164,64,63.22050579
PF02468,0.109150327,0.003050109,0.005446623,0.082788671,0.004139434,0.07167756,0.010893246,0.065359477,0.023529412,0.095424837,0.082135076,0.016339869,0.024618736,0.059259259,0.085620915,0.083660131,0.061002179,0.001960784,0.030718954,0.083224401,0,0,modern,NA,1.155159543,0.1794675,0.504887586,43,42.5
PF02469,0.110333788,0.017511082,0.057399143,0.066949661,0.00238736,0.043714851,0.027066455,0.07639875,0.018601444,0.056174441,0.103636232,0.051078169,0.01642018,0.036365559,0.041587538,0.055571261,0.092291822,0.002499579,0.020499463,0.103513222,0,0,LUCA,1,0.719498163,0.2366025,0.484450044,124,126.223531
PF02470,0.07648211,0.058345614,0.034932824,0.062224809,0.000738894,0.0489669,0.034495385,0.096345832,0.01090893,0.066625408,0.088117237,0.047897059,0.014104525,0.030251658,0.040676866,0.066373921,0.06567189,0.003093608,0.03120149,0.12254504,0,0,modern,1,0.588635766,0.1087661,0.462686349,76,77.39328621
PF02472,0.086422972,0.041905164,0.040221075,0.065873629,0.003852882,0.061109494,0.042591488,0.047682444,0.009126473,0.077129725,0.106067069,0.056976172,0.032746249,0.039835138,0.052659493,0.055839027,0.062323778,0.00336217,0.017091289,0.09718427,0,0,postLUCA,1,1.519851484,0.09551325,0.446247746,124,127.7668928
CL0349,0.097190041,0.057359903,0.034433375,0.054200733,0.011479693,0.066102512,0.03640415,0.092015549,0.024703145,0.064762471,0.094578814,0.049933802,0.021629784,0.037366491,0.047461348,0.048605021,0.046362087,0.014043449,0.033206229,0.068161404,0,0,postLUCA,5,0.931760299,0.147790771,0.499905577,133,152.6621538
CL0251,0.03480995,0.041780281,0.065349315,0.053865763,0.002547117,0.080419824,0.044791672,0.165932001,0.02430072,0.028569888,0.046455439,0.078695108,0.012972854,0.042698606,0.020326762,0.041993233,0.053538333,0.026122095,0.094266589,0.04056445,0,0,postLUCA,2,0.745376742,0.348547,0.448466807,21,20.36760641
PF02498,0.067966298,0.064954441,0.039781926,0.061291921,0.014103623,0.070993404,0.04023434,0.048212584,0.014205289,0.066210017,0.085539275,0.084591239,0.015857363,0.036223614,0.041736456,0.062839787,0.05134644,0.03233743,0.029015491,0.072559062,0,0,postLUCA,1,0.989173254,0.4252625,0.454249167,92,89.66476755
PF02502,0.12121687,0.055979958,0.043820775,0.065515526,0.021933895,0.066409993,0.022805145,0.095852539,0.033796471,0.070728512,0.074185068,0.050641016,0.016866021,0.033101677,0.02451688,0.049935774,0.040270766,0.008244075,0.025593608,0.07858543,0,0,modern,1,0.870286694,0.1472,0.493741066,138,135.2496271
CL0764,0.059287871,0.074270197,0.034868762,0.072756878,0.005246415,0.080903517,0.030722611,0.043706773,0.022793423,0.060785063,0.12394597,0.046713642,0.021419523,0.057430167,0.071870424,0.04841372,0.0373757,0.004854169,0.028869589,0.073765584,0,0,unclassifiable,NA,0.785522415,0.069643,0.449416568,199,198.1367759
PF02505,0.037864322,0.070495893,0.033370981,0.06410121,0.009628588,0.090882499,0.031209627,0.074014187,0.016128901,0.083618399,0.090208091,0.071804081,0.018590895,0.037100535,0.064141837,0.038904372,0.054838264,0.001121304,0.026838167,0.085137847,0,0,modern,NA,0.818328934,0.0380593,0.456615593,140,132.3354839
PF02507,0.112484946,0.043677238,0.013006825,0.052027298,0.012765957,0.062384585,0.0293055,0.099237254,0.013890004,0.084383782,0.118586913,0.057647531,0.013890004,0.047852268,0.052107587,0.051465275,0.031874749,0.028101164,0.033560819,0.041750301,0,0,modern,NA,1.153363968,0.1900215,0.505050505,105,109.254386
PF02508,0.097150192,0.025163231,0.03709183,0.018390609,0.015342128,0.026321965,0.019697101,0.090815812,0.004772171,0.101764999,0.149913518,0.025513185,0.038035102,0.071255033,0.036811867,0.059460468,0.052227189,0.008516899,0.024731394,0.097025307,0,0,postLUCA,1,0.90542808,0.09498355,0.432817782,187,187.8351951
PF02511,0.089402161,0.07925721,0.034693853,0.047872899,0.011913796,0.084172834,0.042376471,0.044642652,0.032627998,0.055508913,0.09109658,0.052466472,0.026365047,0.042003643,0.038365094,0.062397881,0.046915789,0.0125732,0.044530665,0.060816841,0,0,LUCA,1,0.87466079,0.1097155,0.471787879,192,182.3613648
PF02514,0.101849193,0.061209471,0.038125024,0.069754365,0.006111389,0.072922345,0.030753088,0.080935481,0.022872669,0.049858506,0.098593624,0.035533928,0.021243285,0.030813317,0.055200597,0.051899011,0.048525648,0.018572595,0.038405915,0.06682055,0,0,postLUCA,1,0.896946286,0.1407815,0.529058043,1068,827.3691019
PF02515,0.115286882,0.068466892,0.028168652,0.064194789,0.010025875,0.055940589,0.03221356,0.101229876,0.021484852,0.045761539,0.100254899,0.02923878,0.023089343,0.031666472,0.062250324,0.048162612,0.050178061,0.013265094,0.026151102,0.072969808,0,0,LUCA,1,0.896960281,0.396596,0.529887533,366,341.846909
CL0472,0.114302895,0.038564484,0.023993651,0.018163948,0.005750574,0.035508924,0.020712008,0.090506637,0.02007153,0.081292402,0.146998077,0.023935502,0.024874792,0.07452592,0.034896469,0.052164082,0.043748591,0.021813904,0.036919638,0.091255972,0,0,preLUCA,2,0.98745672,0.177034333,0.460387282,94,105.072047
CL0627,0.102408715,0.059989355,0.022412446,0.045774727,0.015305703,0.069264604,0.03037951,0.090893192,0.035329841,0.05490407,0.088521039,0.03865955,0.02151879,0.03427365,0.050611824,0.056928811,0.054941281,0.012232231,0.025900668,0.089749988,0,0,postLUCA,2,0.793688952,0.174549,0.530546753,213,194.4521038
PF02529,0.07340195,0.036565547,0.024377031,0.007042254,0.004333694,0.036836403,0.049837486,0.123239437,0.000270856,0.069609967,0.204496208,0.030606717,0.036294691,0.04496208,0.046858072,0.023022752,0.034127844,0.003521127,0.062296858,0.088299025,0,0,modern,NA,1.86555582,0.121679,0.449798038,36,35.5
PF02531,0.069623517,0.048994327,0.043468651,0.025712812,0.005083622,0.077727842,0.039637516,0.113607898,0.010682974,0.052457084,0.071612761,0.093420762,0.016945406,0.045163192,0.068592058,0.044131732,0.070360274,0.007809622,0.048331246,0.046636705,0,0,modern,NA,0.605789542,0.1315595,0.471282754,134,133.0686275
PF02532,0.053344165,0.068507988,0.047116166,0.054427295,0.000270783,0.00216626,0.003520173,0.058489033,0,0.075277552,0.108313025,0.040617384,0.028161386,0.139453019,0.054698077,0.061467641,0.041158949,0.000812348,0.023828865,0.138369889,0,0,modern,NA,2.865137711,0.166762,0.386906517,36,35.85436893
PF02533,0.127237068,0.019367492,0.001961265,0.042412356,0,0.02623192,0.038980142,0.02745771,0,0.059083109,0.215003677,0.026967394,0.004658004,0.123559696,0.098063251,0.01176759,0.000980633,0.025496445,0.022799706,0.127972542,0,0,modern,NA,1.501787126,0.2543015,0.459411012,41,40.79
PF02538,0.094897564,0.06291404,0.039207367,0.061510638,0.011761936,0.061460451,0.026606248,0.113139667,0.023851759,0.055658869,0.079665142,0.025892684,0.025388993,0.035792238,0.057605505,0.053686076,0.056365437,0.008546946,0.02685779,0.07919065,0,0,postLUCA,1,0.872662004,0.2059645,0.53051239,517,492.5769288
PF02542,0.118764177,0.051707436,0.021875708,0.069919998,0.014105926,0.053026517,0.024273367,0.116251961,0.038243968,0.075548701,0.101507598,0.043527661,0.017552016,0.027556666,0.039139656,0.04379764,0.045195772,0.007108567,0.014062381,0.076834286,0,0,postLUCA,1,0.728800436,0.1009535,0.533569215,154,152.2938176
PF02547,0.091779763,0.068572829,0.028291757,0.058997847,0.006809806,0.074548174,0.025866428,0.069655135,0.031157251,0.051651045,0.103687268,0.047969061,0.02077463,0.048466627,0.050463326,0.047845408,0.063193758,0.007247288,0.033146708,0.069875888,0,0,postLUCA,1,0.890382331,0.07083885,0.488767695,343,335.1645092
PF02553,0.127458143,0.003348554,0.018630137,0.040233384,0.003581938,0.103896499,0.033678336,0.093932014,0.005438864,0.087234906,0.11723998,0.01281583,0.011679351,0.062161339,0.069528158,0.063926941,0.033688483,0.025611365,0.026504313,0.059411466,0,0,postLUCA,1,2.023563118,0.176744,0.515505559,69,67.6403569
PF02556,0.086554345,0.038874142,0.051392165,0.049298666,0.010940141,0.073592319,0.073396576,0.048821243,0.010913882,0.063549733,0.098652236,0.036367673,0.018373612,0.064939033,0.067228275,0.045653544,0.046360129,0.003552025,0.028523618,0.083016643,0,0,unclassifiable,NA,0.834065557,0.06987075,0.453644914,139,134.7006431
PF02560,0.045304499,0.044914615,0.019754113,0.085566501,0.00241728,0.067982741,0.01959816,0.083045253,0.015790294,0.089023471,0.069308346,0.071023835,0.038442544,0.054427781,0.065877369,0.03597328,0.050372989,0.003508954,0.057715801,0.079952174,0,0,modern,1,0.706890995,0.2628865,0.429498105,67,66.56401384
PF02561,0.111146224,0.055727851,0.051364646,0.058796479,0.006577499,0.080919804,0.052833577,0.054036619,0.016382724,0.073198107,0.125484649,0.053971236,0.031351003,0.019327125,0.016465542,0.051604382,0.039532557,0.009962143,0.03785876,0.053459072,0,0,modern,NA,0.911941345,0.129356,0.43260144,113,112.304699
PF02563,0.06758822,0.047235916,0.044547324,0.06021153,0.00129887,0.062127114,0.049323194,0.083027607,0.007434435,0.077341681,0.093019746,0.044880703,0.012875523,0.024663137,0.056680636,0.061639749,0.06281928,0.003542443,0.037573307,0.102169583,0,0,postLUCA,1,0.744805062,0.18781,0.476529913,76,80.4147474
PF02566,0.108994969,0.04335138,0.03294387,0.055986232,0.024699054,0.077876458,0.028485212,0.075449026,0.023510801,0.058951087,0.091972609,0.056163567,0.022599566,0.031183161,0.042852602,0.061007595,0.062955392,0.003325303,0.019151826,0.07854029,0,0,LUCA,1,0.857004097,0.218191,0.492072485,96,96.38297132
PF02570,0.146949944,0.065361597,0.033056739,0.049441894,0.014484294,0.065368107,0.018405361,0.082114555,0.017497244,0.08165453,0.081389798,0.040892363,0.023816085,0.027783805,0.046009062,0.052256295,0.047271962,0.00459266,0.013067329,0.088586376,0,0,unclassifiable,NA,0.829586599,0.1117525,0.537689963,195,190.515709
CL0717,0.128339208,0.03947882,0.028814251,0.063541751,0.003174989,0.099974189,0.075093173,0.071567194,0.006989441,0.047377441,0.085839014,0.08182272,0.051943888,0.010151033,0.016264338,0.046413781,0.055101908,0.000621601,0.004277974,0.083213285,0,0,postLUCA,1,0.800148476,0.07912775,0.475629205,89,85.60588685
PF02576,0.064548339,0.044790286,0.023768551,0.098909137,0.013814544,0.104977003,0.025054177,0.074935764,0.012146704,0.073010067,0.106445507,0.027881459,0.013474393,0.023552756,0.043947222,0.075129614,0.034550991,0.004687143,0.027488273,0.10688807,0,0,postLUCA,1,0.757316185,0.05119135,0.485419208,72,69.9703135
PF02577,0.093838407,0.063469427,0.025735243,0.070631396,0.008158397,0.078732888,0.025677176,0.054704811,0.019828679,0.101079347,0.104600523,0.04181977,0.017634913,0.039587679,0.045812449,0.051810758,0.044173801,0.003143741,0.023453214,0.086107382,0,0,modern,NA,0.781879496,0.03750425,0.467685274,110,106.6287766
CL0663,0.111237803,0.06804495,0.036209548,0.059083907,0.018567553,0.055120299,0.030668803,0.098688751,0.024160798,0.05416606,0.083918728,0.04222751,0.022867926,0.035058537,0.042559724,0.054043993,0.051237676,0.010383905,0.023376234,0.078377294,0,0,postLUCA,2,0.856761,0.0980608,0.513417521,195,169.615827
PF02579,0.096740511,0.041843272,0.041706232,0.054996683,0.015569195,0.07520462,0.036572691,0.102689015,0.025463965,0.073659585,0.070233586,0.054286016,0.017746069,0.044323332,0.036264654,0.0499638,0.041523108,0.004399832,0.02433005,0.092483783,0,0,postLUCA,1,0.859670776,0.191267,0.488229845,90,89.10535984
PF02580,0.092322327,0.059525083,0.033653682,0.068089461,0.007490986,0.06368514,0.040295058,0.091591055,0.011446227,0.058637543,0.099663873,0.051949136,0.022758185,0.03798973,0.03371892,0.052700889,0.049793249,0.005600603,0.01512231,0.103966544,0,0,postLUCA,1,1.049180765,0.1515815,0.490369848,143,141.9425065
PF02582,0.055796836,0.049223105,0.048051548,0.060713821,0.00676899,0.091570713,0.034495817,0.039051868,0.020354307,0.081476397,0.118776848,0.064198904,0.011662308,0.054755452,0.038140658,0.063056933,0.048234974,0.011845733,0.034939588,0.066885199,0,0,postLUCA,1,0.702611427,0.0702821,0.396012121,168,167.4995045
PF02583,0.103591003,0.075777327,0.029507638,0.064166217,0.024313008,0.0924971,0.057566529,0.059938358,0.027633287,0.0804322,0.102966689,0.071514236,0.0273317,0.007235276,0.007576323,0.044066975,0.032736313,0.0000733,0.009560599,0.081515941,0,0,modern,1,0.815937294,0.152796,0.462236513,79,77.38091603
PF02585,0.110476521,0.066349289,0.025393037,0.075930646,0.012762289,0.069696591,0.028276059,0.082475051,0.044824742,0.057628702,0.090579602,0.037881049,0.017985063,0.031844773,0.04795934,0.040990147,0.05290255,0.00885928,0.024049017,0.073136252,0,0,LUCA,1,0.965338552,0.192197,0.513635673,128,132.7022365
PF02586,0.095032772,0.073491899,0.034753771,0.060022469,0.013600399,0.067849998,0.028925029,0.06037873,0.021410505,0.046315132,0.081131985,0.045435594,0.025697052,0.03963689,0.07894095,0.050876234,0.056761449,0.032073103,0.028475647,0.059190392,0,0,LUCA,1,0.876575591,0.145107,0.524700731,208,197.1226761
PF02594,0.099432593,0.071983346,0.037955492,0.03123319,0.006219373,0.0626985,0.026202056,0.06916289,0.015305258,0.081146605,0.096713459,0.113492502,0.004964813,0.023120003,0.041733908,0.064478096,0.03829262,0.006031465,0.00978409,0.10004974,0,0,LUCA,1,1.066607981,0.1061192,0.472389357,71,70.11068061
PF02595,0.144115851,0.047761003,0.022553087,0.059820637,0.012169589,0.058388947,0.030235413,0.126789271,0.014725821,0.055581,0.10578737,0.037087168,0.017670531,0.027681453,0.043587702,0.048702892,0.05297706,0.004858021,0.013803015,0.075704168,0,0,postLUCA,1,0.811439781,0.201638,0.569929154,369,336.4431367
PF02596,0.088217926,0.046760537,0.029566726,0.048105597,0.027019313,0.07393896,0.02767708,0.08287049,0.014754658,0.062501025,0.083397032,0.064628517,0.029456825,0.044736385,0.060575292,0.058626595,0.047150932,0.007220679,0.03381679,0.06897864,0,0,postLUCA,1,0.916656952,0.14429325,0.484740968,207,198.1290218
PF02599,0.041414703,0.095140344,0.02866755,0.054432708,0.002725627,0.085289883,0.033967697,0.075100144,0.016080058,0.13242099,0.082022552,0.057665826,0.028448018,0.005910277,0.028926998,0.039381887,0.042187344,0.000729875,0.012707237,0.136780282,0,0,postLUCA,1,0.728749938,0.159922,0.42486958,52,50.83405797
PF02600,0.117271563,0.030542165,0.015015167,0.019196569,0.036676913,0.02429175,0.031468956,0.084884491,0.014765035,0.075564533,0.157392494,0.015148185,0.029187403,0.059262558,0.050746493,0.055559732,0.037589245,0.030656388,0.039622112,0.075158248,0,0,postLUCA,1,1.004277915,0.1058935,0.493373626,141,128.0344317
PF02601,0.116469655,0.09949713,0.027421045,0.056105081,0.006599996,0.060411099,0.054458417,0.055647588,0.024388564,0.059304431,0.113798206,0.03842476,0.0128768,0.02692106,0.044205611,0.057509817,0.049091326,0.006824245,0.015328032,0.074717138,0,0,postLUCA,1,0.756683808,0.1035455,0.519490965,232,235.2715797
PF02602,0.116365004,0.058817566,0.02661372,0.053682002,0.010057234,0.071554041,0.030947858,0.064481096,0.017789009,0.060229989,0.100013086,0.048140911,0.013687718,0.04204147,0.052458503,0.059166234,0.058474613,0.009317479,0.023554222,0.082608244,0,0,LUCA,1,0.782276884,0.08143305,0.499461843,221,213.8209944
CL0365,0.085423354,0.064506582,0.035654571,0.048022464,0.012104786,0.071250296,0.031179711,0.068823424,0.018796543,0.073895773,0.117114505,0.041952877,0.024914211,0.035677009,0.044957798,0.058487895,0.064210764,0.003441513,0.024604573,0.074981349,0,0,postLUCA,1,0.785231754,0.0629103,0.469257586,112,111.7230798
CL0136,0.071889119,0.076721748,0.035114265,0.063665919,0.007325557,0.068953928,0.038741576,0.05470283,0.027724643,0.066372899,0.097219946,0.085330171,0.013914415,0.0440395,0.035985663,0.049063574,0.043578932,0.01504555,0.041581502,0.063028264,0,0,preLUCA,2,1.037272059,0.27869125,0.428699337,78,74.10524171
PF02605,0.10471908,0.033654738,0.054468756,0.026376785,0.006443538,0.030456147,0.018820693,0.125023178,0.011820879,0.058640831,0.128546264,0.023085481,0.012423512,0.062024847,0.0736603,0.069163731,0.056183942,0.014509549,0.034535509,0.05544224,0,0,modern,NA,0.968462129,0.1783545,0.520349888,144,142.8609272
PF02607,0.105249751,0.042912412,0.026256586,0.058126393,0.004859735,0.097722313,0.035828492,0.076398009,0.017024325,0.066310863,0.111985781,0.06319717,0.045974169,0.034831814,0.031034707,0.036233264,0.030271329,0.004788839,0.018762948,0.092231101,0,0,LUCA,1,0.724052965,0.157477,0.471921393,73,71.69497636
PF02609,0.092200592,0.063586677,0.018364422,0.046633937,0.017114178,0.178372386,0.060044019,0.048851013,0.008626148,0.051936264,0.143819362,0.069653142,0.018172491,0.022490049,0.008175917,0.047771175,0.030483003,0.003835039,0.017650509,0.052219677,0,0,postLUCA,1,0.606956834,0.08799415,0.451361013,51,50.82178669
PF02610,0.100448517,0.048843438,0.035785799,0.064990223,0.011476579,0.069968822,0.038905351,0.083899518,0.027638132,0.048866024,0.089068365,0.0458429,0.036888197,0.042547,0.030987024,0.046007087,0.051903917,0.019153404,0.031189434,0.075590269,0,0,postLUCA,1,0.739437427,0.188472,0.489866667,352,315.6375103
PF02613,0.108505503,0.065663228,0.019836261,0.068502403,0.010678144,0.095143192,0.038709259,0.060201573,0.031613695,0.030436901,0.130671627,0.027115304,0.020418331,0.051073509,0.047130298,0.04985559,0.040071114,0.014089898,0.040442816,0.049841354,0,0,postLUCA,1,0.94509267,0.151359,0.49823706,117,114.267486
PF02615,0.123309289,0.051110317,0.033033856,0.052861231,0.009684407,0.058373858,0.02702877,0.108930511,0.025598943,0.057611628,0.086846579,0.043029934,0.02624818,0.034889759,0.056992052,0.051606072,0.050511456,0.010505016,0.022324983,0.069503157,0,0,postLUCA,1,0.904389417,0.214083,0.535394945,328,314.5032573
CL0157,0.086548605,0.071679615,0.020268728,0.065921854,0.00234307,0.108815114,0.044926304,0.030040661,0.016886362,0.068419202,0.135752579,0.057784291,0.027117701,0.039000062,0.038210059,0.045289715,0.039873815,0.00713353,0.026586788,0.067401945,0,0,unclassifiable,NA,0.831472832,0.04029275,0.452093644,214,187.3805635
PF02617,0.063566593,0.044691895,0.035688901,0.056241789,0.022340563,0.073134966,0.047969301,0.044953944,0.04829417,0.038625284,0.083245385,0.058761765,0.041213466,0.041409105,0.037916317,0.032461752,0.061622765,0.011867583,0.042961655,0.113032803,0,0,postLUCA,1,1.197539788,0.07451085,0.443266896,72,72.12478964
PF02618,0.093030828,0.051581351,0.047681983,0.055520132,0.00251584,0.069745863,0.038448887,0.063330655,0.016686687,0.059118189,0.092524714,0.062639628,0.021154421,0.036407115,0.053130269,0.058415374,0.064086144,0.00945558,0.044329617,0.060196722,0,0,postLUCA,1,0.789709711,0.0711137,0.465133496,288,282.1748259
PF02620,0.070873944,0.038719234,0.031029394,0.094846143,0.033854256,0.118830465,0.033665785,0.049878706,0.020367001,0.050284305,0.111927574,0.043218292,0.014036136,0.03136776,0.065877807,0.046260282,0.043352757,0.007929011,0.018966142,0.074715006,0,0,postLUCA,1,0.994920857,0.05181735,0.486479656,112,109.7502117
PF02622,0.070492882,0.043600845,0.03960895,0.066782411,0.009285269,0.074207682,0.036484708,0.096105088,0.025362821,0.058292924,0.111209345,0.030864882,0.019367185,0.042599841,0.057740466,0.061562641,0.039854006,0.023328773,0.021797825,0.071451456,0,0,postLUCA,1,0.886685317,0.032969,0.510826517,155,155.2531254
PF02623,0.062830164,0.039265711,0.047154042,0.063358008,0.006891294,0.071376206,0.045964299,0.048410813,0.017171679,0.072838249,0.118735521,0.043924141,0.014511514,0.058544576,0.066860209,0.051933961,0.05122598,0.007599274,0.026513676,0.084890682,0,0,postLUCA,1,0.938975237,0.0926679,0.42062868,118,116.7339853
PF02624,0.10574178,0.063096571,0.032848835,0.067021855,0.012488774,0.078942103,0.026199423,0.07122363,0.021918649,0.049626153,0.098440959,0.030169386,0.017215043,0.039609621,0.057141951,0.059651749,0.051015089,0.014283059,0.030517753,0.072847618,0,0,postLUCA,1,0.830095159,0.1709305,0.503951922,322,311.5499294
PF02625,0.130641275,0.0744227,0.009962055,0.043108438,0.01581132,0.065257148,0.029445862,0.139333543,0.0148664,0.040463324,0.080041095,0.027381221,0.021980505,0.015506241,0.03735482,0.063095213,0.061048712,0.010982831,0.016053733,0.103243563,0,0,postLUCA,1,0.959843841,0.1686005,0.590381959,64,63.2123202
CL0423,0.143983869,0.058445612,0.029730323,0.042588402,0.022556876,0.076176075,0.031836017,0.066922513,0.027893772,0.054594194,0.107559071,0.0438989,0.024949137,0.031005232,0.028208143,0.050655657,0.054214205,0.011948701,0.025333204,0.067500096,0.00000185,0,LUCA,1,0.861430009,0.266406,0.50111071,79,75.26845806
PF02631,0.096187628,0.098931819,0.027080517,0.063912677,0.004825991,0.093346796,0.047728392,0.056733084,0.013970611,0.059486335,0.102843751,0.089621098,0.014903797,0.036668073,0.018896263,0.048490443,0.03061394,0.012143499,0.032519572,0.051095713,0,0,postLUCA,1,0.776659453,0.111097,0.459558273,117,115.899895
PF02633,0.102801558,0.050492037,0.030569592,0.056050227,0.009095138,0.075227072,0.025467929,0.08550573,0.039122888,0.0537803,0.097199349,0.03649854,0.022043071,0.033991727,0.05458444,0.053326042,0.057818701,0.016230296,0.023960846,0.076234517,0,0,LUCA,1,0.935696581,0.1611795,0.516812567,230,219.3404001
CL0394,0.102576911,0.034105813,0.034832921,0.0644605,0.014501876,0.064336198,0.034138191,0.075241094,0.016359236,0.058496252,0.109972036,0.062843031,0.045532206,0.043344662,0.031111003,0.052853542,0.047416908,0.007930305,0.025390092,0.074557224,4.83871E-06,0,preLUCA,2,0.803834052,0.148307667,0.465490659,110,107.777239
CL0279,0.121334774,0.047865771,0.031499586,0.06186638,0.002496386,0.099726107,0.045492053,0.065476226,0.004910192,0.065717484,0.09909783,0.099515112,0.032035705,0.018995544,0.023840144,0.049108048,0.041472547,0.003809333,0.01136419,0.074376589,0,0,LUCA,2,0.921853928,0.066974275,0.469778331,145,140.4547172
PF02643,0.071075341,0.060775509,0.036811882,0.065707732,0.008575612,0.06894281,0.029580339,0.071043933,0.016451572,0.067881419,0.085013148,0.054427737,0.04060365,0.054653012,0.053541799,0.051146086,0.047595839,0.015964199,0.026899783,0.073308596,0,0,LUCA,1,1.024561241,0.1070085,0.467970627,103,100.3426429
CL0245,0.110965871,0.041634222,0.031231437,0.062844273,0.008687707,0.077610884,0.029329243,0.090983476,0.022172067,0.065442461,0.092099298,0.045633571,0.026500723,0.027616992,0.037895386,0.055225578,0.053916354,0.003664197,0.022916748,0.09362951,0,0,postLUCA,3,0.875587265,0.108410913,0.519565643,277,228.8006157
PF02654,0.137982528,0.041707526,0.013163215,0.034004266,0.012795788,0.025065556,0.015313905,0.110317137,0.014742486,0.066311225,0.157583286,0.02460612,0.025240492,0.050595995,0.039457564,0.052128656,0.052187977,0.017489413,0.022139455,0.087167409,0,0,postLUCA,1,1.050001412,0.08650075,0.520659456,233,229.6752398
PF02656,0.138859286,0.087271659,0.020197155,0.015032586,0.007784427,0.030734653,0.020330368,0.08094916,0.016976131,0.064697162,0.155893484,0.015684989,0.018263858,0.059385717,0.021761555,0.046528945,0.068092388,0.026174666,0.02251643,0.08286538,0,0,postLUCA,1,1.051008625,0.154075,0.500912423,65,66.19127289
PF02660,0.117223658,0.038586922,0.025895075,0.019254051,0.01126868,0.009327826,0.010211867,0.114545684,0.018010593,0.085081027,0.146827669,0.035456208,0.018583769,0.063806671,0.036972066,0.05601362,0.048121571,0.022609244,0.029209282,0.092994514,0,0,postLUCA,1,1.070708447,0.0820568,0.482352034,179,179.2931268
PF02661,0.076010552,0.063689274,0.045796467,0.051964916,0.005885608,0.060971054,0.030680138,0.069582904,0.044398308,0.072461963,0.112241112,0.045934088,0.022630591,0.054284628,0.052544527,0.043714848,0.045180129,0.01259863,0.029748876,0.059681387,0,0,LUCA,1,0.922253445,0.3285305,0.457633825,98,92.349616
PF02662,0.08927837,0.069274972,0.035065183,0.04988555,0.039708749,0.064693996,0.021523435,0.087896924,0.021922818,0.070932111,0.084999911,0.051587396,0.028084931,0.044493887,0.033101056,0.050119517,0.034244064,0.012850279,0.033348434,0.076988418,0.000329233,0,LUCA,1,0.966969848,0.146132,0.487316355,123,113.75394
PF02663,0.07751852,0.050891127,0.039618464,0.055804097,0.024107515,0.073486262,0.023480375,0.089060604,0.026348916,0.062064172,0.087756516,0.06782163,0.024621452,0.045670247,0.038943779,0.048090507,0.055170165,0.009581424,0.032418811,0.067545417,0,0,LUCA,1,0.909294859,0.142825,0.473690283,124,118.7972028
PF02665,0.080825431,0.05802621,0.015228856,0.024057204,0.00459475,0.019322486,0.021852277,0.079982167,0.033713263,0.075007258,0.146803893,0.019953206,0.030236529,0.073697434,0.041423595,0.057564835,0.053927396,0.029462385,0.042685034,0.091635793,0,0,LUCA,1,1.081008188,0.1622955,0.457385041,219,190.6803954
PF02666,0.075287897,0.069899107,0.036274977,0.051324148,0.011287128,0.061303871,0.029517717,0.087807349,0.023046764,0.065378249,0.075261368,0.047604651,0.019066987,0.056576792,0.054776858,0.052894335,0.048065647,0.007891479,0.027711776,0.0990229,0,0,postLUCA,1,0.871886906,0.0866826,0.481672932,172,179.1991928
PF02669,0.120294613,0.050376457,0.045971679,0.046134188,0.002914676,0.043492107,0.041399149,0.089660369,0.013424024,0.050840394,0.112777264,0.035782107,0.010508037,0.030115263,0.06474146,0.07478425,0.048231077,0.006665487,0.024664662,0.087222736,0,0,postLUCA,1,1.117771828,0.129911,0.532163629,180,166.0940357
PF02672,0.145987982,0.045952633,0.030500429,0.071100338,0.046356613,0.159571782,0.068474474,0.022168358,0.028278544,0.051052871,0.051103368,0.054941171,0.005756704,0.013886785,0.033176791,0.052466798,0.031611372,0.013129324,0.032873807,0.041609857,0,0,modern,NA,0.880928226,0.3372275,0.521431728,69,65.14144737
PF02676,0.05576618,0.060862667,0.043802118,0.051633643,0.014127186,0.081091801,0.017097447,0.054677699,0.022396871,0.088194598,0.112330271,0.104996864,0.018222825,0.035283374,0.025514722,0.071313925,0.037870821,0.014662202,0.025777618,0.064377168,0,0,modern,NA,0.864249738,0.0243122,0.414398281,179,172.0777778
